,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 745]",-0.129895,0.652729,-1.421085,1.026804,0.001916,0.002671,125024.395913,59056.121125,0.999993
"theta_t_zerosum__[0, 746]",1.01201,0.135788,0.75984,1.269646,0.000374,0.000552,136938.093049,57049.930716,1.000086
"theta_t_zerosum__[0, 747]",-0.00079,0.654675,-1.241655,1.21276,0.001879,0.002686,129888.726876,58793.471319,0.999967
"theta_t_zerosum__[0, 748]",0.815613,0.093172,0.64327,0.992773,0.000282,0.000346,108887.612573,62861.926585,1.000061
"theta_t_zerosum__[0, 749]",0.612584,0.638913,-0.640671,1.74447,0.001958,0.002811,116732.162295,54927.792937,1.000107
"theta_t_zerosum__[0, 750]",1.202272,0.061244,1.085872,1.316003,0.000242,0.000216,63973.817274,59440.807325,1.000102
"theta_t_zerosum__[0, 751]",0.875894,0.109257,0.672221,1.083595,0.00034,0.00039,103400.066894,64863.914844,1.000116
"theta_t_zerosum__[0, 752]",1.404072,0.068361,1.275649,1.532684,0.000276,0.000246,61493.80612,59917.230052,1.000015
"theta_t_zerosum__[0, 753]",0.125347,0.163827,-0.183445,0.433392,0.000418,0.0007,156324.376319,56569.998006,1.000065
"theta_t_zerosum__[0, 754]",0.075455,0.315441,-0.525455,0.65835,0.00087,0.001364,136859.400259,58552.21601,1.000232
"theta_t_zerosum__[0, 755]",-0.71399,0.947222,-2.469639,1.097023,0.002557,0.003738,138241.402051,60314.280173,1.000076
"theta_t_zerosum__[0, 756]",-0.552128,0.278281,-1.087378,-0.045021,0.000723,0.001136,153667.484696,59606.696873,1.000133
"theta_t_zerosum__[0, 757]",-0.379063,0.138094,-0.637618,-0.11631,0.000395,0.000596,123317.683499,58553.628786,1.000126
"theta_t_zerosum__[0, 758]",-0.059702,0.613501,-1.233581,1.076459,0.001749,0.002619,126441.238922,57661.516502,1.000096
"theta_t_zerosum__[0, 759]",-2.542004,0.274656,-3.07474,-2.037634,0.000758,0.001102,131400.270826,60562.394863,1.000085
