,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_zsn_t_zerosum__[0, 655]",-0.790932,0.105466,-0.989339,-0.592394,0.000616,0.00043,30184.046274,54842.783621,1.000342
"theta_zsn_t_zerosum__[0, 656]",-0.960829,0.089447,-1.126956,-0.79251,0.000582,0.000336,22523.931411,59919.521118,1.000281
"theta_zsn_t_zerosum__[0, 657]",-0.760226,0.101204,-0.951971,-0.571023,0.00031,0.000399,106777.053128,59603.773698,1.000226
"theta_zsn_t_zerosum__[0, 658]",-0.697764,0.073598,-0.83559,-0.55992,0.000245,0.000273,90576.479221,61703.990131,1.000951
"theta_zsn_t_zerosum__[0, 659]",-1.247474,0.111077,-1.456623,-1.037359,0.000354,0.000412,98692.58386,59822.71033,1.000194
"theta_zsn_t_zerosum__[0, 660]",-1.01972,0.181635,-1.36096,-0.678775,0.000521,0.000757,122678.703231,57671.358992,1.000283
"theta_zsn_t_zerosum__[0, 661]",-1.234295,0.16849,-1.552949,-0.918618,0.000499,0.000668,117610.191957,55790.531276,1.000403
"theta_zsn_t_zerosum__[0, 662]",-0.263043,0.114377,-0.477805,-0.047944,0.00034,0.000438,113349.297727,59291.940809,1.000071
"theta_zsn_t_zerosum__[0, 663]",-0.606459,0.145306,-0.881369,-0.336887,0.000635,0.000565,51915.698915,58125.272886,1.000277
"theta_zsn_t_zerosum__[0, 664]",-0.122617,0.087423,-0.286977,0.040695,0.000279,0.000331,98090.636219,59645.344914,1.000108
"theta_zsn_t_zerosum__[0, 665]",-0.310978,0.121393,-0.536509,-0.079887,0.00036,0.000471,113567.670514,60116.268879,1.000094
"theta_zsn_t_zerosum__[0, 666]",-0.079364,0.112168,-0.290245,0.131796,0.000313,0.000437,128215.537069,61806.98711,1.00027
"theta_zsn_t_zerosum__[0, 667]",-0.581626,0.17732,-0.917658,-0.250893,0.000675,0.00074,67439.386173,57943.588191,1.000231
"theta_zsn_t_zerosum__[0, 668]",-0.580749,0.163298,-0.890684,-0.276225,0.000478,0.000632,116824.86055,60379.752879,1.000076
"theta_zsn_t_zerosum__[0, 669]",-0.851464,0.172315,-1.180924,-0.536137,0.001292,0.000755,18584.138785,7652.866271,1.00065
"theta_zsn_t_zerosum__[0, 670]",-0.553212,0.120291,-0.785586,-0.334371,0.000404,0.000446,88670.705482,57106.497436,1.000281
"theta_zsn_t_zerosum__[0, 671]",-0.747423,0.149115,-1.030829,-0.470676,0.000428,0.000593,122412.291075,58464.037531,1.000078
"theta_zsn_t_zerosum__[0, 672]",-0.249134,0.233901,-0.689707,0.188984,0.000684,0.000965,122488.20143,57330.068855,1.000221
"theta_zsn_t_zerosum__[0, 673]",0.188984,0.085145,0.030055,0.348702,0.000387,0.000327,48548.06296,58745.0402,1.000275
"theta_zsn_t_zerosum__[0, 674]",0.371395,0.156122,0.075465,0.661778,0.001407,0.000939,11993.026844,1945.699029,1.000966
"theta_zsn_t_zerosum__[0, 675]",0.291724,0.15483,0.00087,0.579586,0.001117,0.000641,19092.882253,6176.919617,1.000519
"theta_zsn_t_zerosum__[0, 676]",0.224788,0.113903,0.012834,0.440947,0.000322,0.000446,125133.938805,59800.740613,1.000143
"theta_zsn_t_zerosum__[0, 677]",0.293268,0.138096,0.032678,0.551996,0.000381,0.000572,131840.196584,57360.173644,1.00033
"theta_zsn_t_zerosum__[0, 678]",0.575612,0.097872,0.391584,0.760505,0.000277,0.000393,124627.765634,57366.0904,1.00079
"theta_zsn_t_zerosum__[0, 679]",0.537583,0.111333,0.327446,0.747976,0.000325,0.000437,117110.143527,60537.852337,1.000201
"theta_zsn_t_zerosum__[0, 680]",-0.139954,0.095459,-0.320935,0.038435,0.000297,0.000339,103511.135882,63424.282328,1.000862
"theta_zsn_t_zerosum__[0, 681]",0.270258,0.156807,-0.024711,0.567276,0.000437,0.000639,130572.56998,57987.691645,1.000361
"theta_zsn_t_zerosum__[0, 682]",0.264823,0.094335,0.084881,0.437782,0.00082,0.000535,13082.580001,2947.774336,1.00082
"theta_zsn_t_zerosum__[0, 683]",0.141193,0.193635,-0.222471,0.496746,0.000647,0.000923,96015.256746,52511.413104,1.000146
"theta_zsn_t_zerosum__[0, 684]",0.570499,0.109065,0.368217,0.778515,0.000313,0.000416,121263.103869,61477.91362,1.000055
"theta_zsn_t_zerosum__[0, 685]",0.423334,0.537258,-0.62293,1.394617,0.00411,0.002646,13006.259974,2155.957648,1.000889
"theta_zsn_t_zerosum__[0, 686]",0.345161,0.506751,-0.636375,1.242124,0.001638,0.002241,108896.96354,54009.600308,1.000143
