model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
claude-fable-5_max,axis1,18,False,True,False,True,True,2026-06-09 00:00:00,0.6945760286177861,0.6997806626290886,0.3487655680830457,False,False,False,,,,0.02215113748166143,0.09413820362753449,0.2353044420658824,
claude-fable-5_max,axis2,18,False,True,False,True,True,2026-06-09 00:00:00,1.433515599033828,1.4332129185026707,0.3003935468725589,False,False,False,,,,0.02215113748166143,0.09413820362753449,0.2353044420658824,
claude-fable-5_max,axis3,18,False,True,False,True,True,2026-06-09 00:00:00,1.3112789873903465,1.3033957872270916,0.3161429856453199,False,False,False,,,,0.02215113748166143,0.09413820362753449,0.2353044420658824,
claude-fable-5_max,axis4,18,False,True,False,True,True,2026-06-09 00:00:00,2.8260940441257687,2.816609270304857,0.31497165640613217,False,False,False,,,,0.02215113748166143,0.09413820362753449,0.2353044420658824,
claude-fable-5_medium,axis1,1,False,False,True,True,True,2026-06-09 00:00:00,0.6560211188196444,0.65710114559728,0.39246337051282143,False,False,False,,,,0.018296950178065412,0.0861026916270139,0.21250148900484453,
claude-fable-5_medium,axis2,1,False,False,True,True,True,2026-06-09 00:00:00,1.2811608942138297,1.281491173790018,0.32818508605948665,False,False,False,,,,0.018296950178065412,0.0861026916270139,0.21250148900484453,
claude-fable-5_medium,axis3,1,False,False,True,True,True,2026-06-09 00:00:00,1.1004428716146586,1.0926528378147022,0.36231585401438016,False,False,False,,,,0.018296950178065412,0.0861026916270139,0.21250148900484453,
claude-fable-5_medium,axis4,1,False,False,True,True,True,2026-06-09 00:00:00,2.6911187245272683,2.6842508774266074,0.3794425818079582,False,False,False,,,,0.018296950178065412,0.0861026916270139,0.21250148900484453,
claude-fable-5_unknown,axis1,5,False,True,False,True,True,2026-06-09 00:00:00,0.6572205555020235,0.6597548380735452,0.3812945602824264,False,False,False,,,,0.027737200817254625,0.08508469146345161,0.3259951977280099,
claude-fable-5_unknown,axis2,5,False,True,False,True,True,2026-06-09 00:00:00,1.3621854159033124,1.3635822722878532,0.35741084323963884,False,False,False,,,,0.027737200817254625,0.08508469146345161,0.3259951977280099,
claude-fable-5_unknown,axis3,5,False,True,False,True,True,2026-06-09 00:00:00,1.1713751202185838,1.1650715688896232,0.3630519622915042,False,False,False,,,,0.027737200817254625,0.08508469146345161,0.3259951977280099,
claude-fable-5_unknown,axis4,5,False,True,False,True,True,2026-06-09 00:00:00,2.8591586561925624,2.8501232811340174,0.3248971773620563,False,False,False,,,,0.027737200817254625,0.08508469146345161,0.3259951977280099,
claude-fable-5_xhigh,axis1,3,False,False,True,True,True,2026-06-09 00:00:00,0.8365209890760532,0.8388055323330476,0.3737415306301416,False,False,False,,,,0.02324521332913625,0.08961332002665909,0.2593946226099092,
claude-fable-5_xhigh,axis2,3,False,False,True,True,True,2026-06-09 00:00:00,1.4484461195393186,1.4496517512576002,0.3178978066593907,False,False,False,,,,0.02324521332913625,0.08961332002665909,0.2593946226099092,
claude-fable-5_xhigh,axis3,3,False,False,True,True,True,2026-06-09 00:00:00,1.1521437763325972,1.145350161716138,0.35775718637042303,False,False,False,,,,0.02324521332913625,0.08961332002665909,0.2593946226099092,
claude-fable-5_xhigh,axis4,3,False,False,True,True,True,2026-06-09 00:00:00,2.7686194314865804,2.7609961575126447,0.36864295340730496,False,False,False,,,,0.02324521332913625,0.08961332002665909,0.2593946226099092,
claude-haiku-4-5-20251001,axis1,10,False,False,False,True,True,2025-10-15 00:00:00,0.50301542895678,0.5221777187321446,0.3381513751532064,False,False,False,,,,0.04801272552571968,0.06031463283019625,0.7960377651786404,
claude-haiku-4-5-20251001,axis2,10,False,False,False,True,True,2025-10-15 00:00:00,0.0354139715935606,0.0400143545557749,0.19641757814123714,False,False,False,,,,0.04801272552571968,0.06031463283019625,0.7960377651786404,
