model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
gpt-4-0125-preview,axis4,3,False,False,True,True,False,2024-01-25 00:00:00,-0.016013910052159908,0.039013487562984624,0.628798542155744,False,False,False,,,,0.008688273064481424,0.6213139072874725,0.013983709301490803,
gpt-4-0314,axis1,7,False,False,False,True,False,2023-03-14 00:00:00,0.7528209844450362,1.1341299043329536,1.1024155226616177,False,True,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-0314,axis2,7,False,False,False,True,False,2023-03-14 00:00:00,-0.13371748110026457,-0.38501052345094455,1.2158596215552775,False,True,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-0314,axis3,7,False,False,False,True,False,2023-03-14 00:00:00,-0.011547260786506357,-0.0002952556696627952,0.8637181007250688,False,False,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-0314,axis4,7,False,False,False,True,False,2023-03-14 00:00:00,0.14563036186992834,0.23258979258546109,0.8867910034956404,False,False,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-0613,axis1,25,False,False,False,True,False,2023-06-13 00:00:00,0.41603920976621006,0.7175312198154491,0.8699451244343175,True,True,False,-1.0488023521953953,0.78224960025662,0.8,0.06215526020928072,0.759047717756659,0.08188584031709967,1.8310519524520155
gpt-4-0613,axis2,25,False,False,False,True,False,2023-06-13 00:00:00,-0.25754570158286655,-0.3086712664622828,0.9863533606719112,True,False,False,-1.1207169857860972,0.605625582620354,0.5,0.06215526020928072,0.759047717756659,0.08188584031709967,1.7263425684064513
gpt-4-0613,axis3,25,False,False,False,True,False,2023-06-13 00:00:00,-0.030596520256740263,0.1299530166664843,0.6914476810004406,True,False,False,-1.210932131927932,0.26448738266105865,0.8,0.06215526020928072,0.759047717756659,0.08188584031709967,1.4754195145889906
gpt-4-0613,axis4,25,False,False,False,True,False,2023-06-13 00:00:00,-0.11740817529021377,0.035707625009521946,0.6987735693879149,True,False,False,-1.019164233319566,0.269058706722367,0.7,0.06215526020928072,0.759047717756659,0.08188584031709967,1.288222940041933
gpt-4-1106-preview,axis1,3,False,False,True,True,False,2023-11-06 00:00:00,0.39280204138186187,0.5364413624822386,0.7315657956504908,False,False,False,,,,0.035860003066947185,0.5998042341608921,0.05978617859727889,
gpt-4-1106-preview,axis2,3,False,False,True,True,False,2023-11-06 00:00:00,-0.07520191752042059,-0.24317376357477882,0.8250599599190631,True,True,False,-0.7823112397679204,0.6319074047270858,0.5,0.035860003066947185,0.5998042341608921,0.05978617859727889,1.4142186444950062
gpt-4-1106-preview,axis3,3,False,False,True,True,False,2023-11-06 00:00:00,0.10734817556158775,0.23814050129498465,0.596157669729698,True,False,False,-0.8285783502612769,0.3413298070173053,0.8,0.035860003066947185,0.5998042341608921,0.05978617859727889,1.169908157278582
gpt-4-1106-preview,axis4,3,False,False,True,True,False,2023-11-06 00:00:00,0.018551911639163764,0.07940001213487054,0.5837951075783878,False,False,False,,,,0.035860003066947185,0.5998042341608921,0.05978617859727889,
gpt-4-1106-vision-preview,axis1,1,False,False,True,True,False,2023-11-06 00:00:00,0.42721881942161805,0.5798610167870079,0.794089687446547,False,False,False,,,,0.02644805550470959,0.636366821972757,0.04156102202613234,
gpt-4-1106-vision-preview,axis2,1,False,False,True,True,False,2023-11-06 00:00:00,-0.12684844433907866,-0.23557133269398656,0.8795335394785321,False,False,False,,,,0.02644805550470959,0.636366821972757,0.04156102202613234,
gpt-4-1106-vision-preview,axis3,1,False,False,True,True,False,2023-11-06 00:00:00,0.05069515536955652,0.15069987792060408,0.6468833364347624,False,False,False,,,,0.02644805550470959,0.636366821972757,0.04156102202613234,
gpt-4-1106-vision-preview,axis4,1,False,False,True,True,False,2023-11-06 00:00:00,-0.03957495826851345,0.019244632182458393,0.6569772212654766,False,False,False,,,,0.02644805550470959,0.636366821972757,0.04156102202613234,
gpt-4-32k-0314,axis1,2,False,False,True,True,False,2023-03-14 00:00:00,0.7528209844450362,1.1341299043329536,1.1024155226616177,False,True,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-32k-0314,axis2,2,False,False,True,True,False,2023-03-14 00:00:00,-0.13371748110026457,-0.38501052345094455,1.2158596215552775,False,True,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-32k-0314,axis3,2,False,False,True,True,False,2023-03-14 00:00:00,-0.011547260786506357,-0.0002952556696627952,0.8637181007250688,False,False,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
gpt-4-32k-0314,axis4,2,False,False,True,True,False,2023-03-14 00:00:00,0.14563036186992834,0.23258979258546109,0.8867910034956404,False,False,False,,,,0.16481556146890264,0.9511571303840263,0.17327900533359714,
