,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 55]",0.218052,0.846624,-1.3048,1.880337,0.007429,0.010701,12993.370871,5442.186879,1.00082
"theta_t_zerosum__[0, 56]",0.404514,0.848513,-1.180075,2.025579,0.007404,0.010196,13191.156089,6184.01097,0.999996
"theta_t_zerosum__[0, 57]",0.206458,0.851867,-1.423384,1.774007,0.007753,0.011313,12115.478958,5553.014742,1.00078
"theta_t_zerosum__[0, 58]",0.197206,0.838656,-1.321878,1.785118,0.007343,0.009897,13133.681586,6307.173566,1.000349
"theta_t_zerosum__[0, 59]",0.400322,0.854657,-1.262264,1.967493,0.007681,0.010425,12431.771755,6082.676178,1.00023
"theta_t_zerosum__[0, 60]",0.121911,0.835921,-1.362613,1.784322,0.007324,0.010616,13090.513081,5981.881779,1.000293
"theta_t_zerosum__[0, 61]",-1.31639,0.107787,-1.515649,-1.111638,0.001065,0.001282,10208.298998,6232.293275,1.000419
"theta_t_zerosum__[0, 62]",-1.216065,0.125386,-1.457531,-0.982537,0.001287,0.001561,9530.768064,5532.377062,1.00047
"theta_t_zerosum__[0, 63]",-1.263982,0.116312,-1.482029,-1.045156,0.001298,0.001366,8182.357991,5913.533247,1.001031
"theta_t_zerosum__[0, 64]",-1.021926,0.121323,-1.249004,-0.794267,0.001153,0.001533,11086.534478,5873.694372,1.000569
"theta_t_zerosum__[0, 65]",-1.004858,0.130082,-1.251543,-0.762069,0.001402,0.001676,8997.435124,5853.879265,1.000487
"theta_t_zerosum__[0, 66]",-0.773507,0.116253,-0.995016,-0.558383,0.001252,0.00146,8873.768016,5186.800442,0.999994
"theta_t_zerosum__[0, 67]",-1.633826,0.11648,-1.855211,-1.421026,0.001271,0.001386,8466.105834,5527.498135,1.00023
"theta_t_zerosum__[0, 68]",0.009137,0.197151,-0.35516,0.380367,0.002567,0.002421,6191.614344,5426.099268,1.000228
"theta_t_zerosum__[0, 69]",-0.164291,0.055324,-0.270211,-0.063638,0.000617,0.000613,8028.163234,5898.65927,0.999932
"theta_t_zerosum__[0, 70]",-0.322721,0.05913,-0.430293,-0.207743,0.000651,0.000619,8154.410214,6415.141165,1.000415
"theta_t_zerosum__[0, 71]",-0.819783,0.066579,-0.939111,-0.69022,0.000828,0.000721,6493.183302,5674.014989,1.001252
"theta_t_zerosum__[0, 72]",-0.345308,0.099513,-0.524454,-0.1494,0.000915,0.001313,11847.167504,5804.295701,1.000266
"theta_t_zerosum__[0, 73]",-1.018431,0.236854,-1.45822,-0.574617,0.002206,0.002811,11557.217171,6318.77034,1.000014
"theta_t_zerosum__[0, 74]",-1.314722,0.423851,-2.205265,-0.604478,0.004208,0.005032,10571.690539,6335.931471,1.000369
"theta_t_zerosum__[0, 75]",-0.990456,0.406233,-1.792847,-0.288686,0.004045,0.005327,11003.327717,5564.183021,1.000476
"theta_t_zerosum__[0, 76]",-0.379291,0.092553,-0.561198,-0.208049,0.000875,0.001175,10979.203442,5538.091062,1.000094
"theta_t_zerosum__[0, 77]",-0.304491,0.087738,-0.465064,-0.136986,0.000864,0.001053,10303.797096,5620.743828,1.000993
"theta_t_zerosum__[0, 78]",0.02215,0.060365,-0.089097,0.137357,0.000661,0.000652,8336.474191,6268.014594,0.99999
"theta_t_zerosum__[0, 79]",0.128433,0.115242,-0.091019,0.343729,0.001071,0.001517,11999.220629,5726.199226,0.99975
"theta_t_zerosum__[0, 80]",-0.202625,0.061279,-0.315818,-0.086241,0.000712,0.000637,7393.300534,6083.969213,1.000331
"theta_t_zerosum__[0, 81]",-0.366862,0.858271,-2.002782,1.204151,0.008297,0.01086,10871.405253,5961.125576,1.000638
"theta_t_zerosum__[0, 82]",-0.244564,0.728057,-1.523694,1.196108,0.006523,0.00896,12749.671322,6606.064256,1.000093
"theta_t_zerosum__[0, 83]",-0.091845,0.747922,-1.429554,1.370815,0.007104,0.009477,11315.477169,6233.031448,1.000119
"theta_t_zerosum__[0, 84]",-0.828601,0.314678,-1.398144,-0.237803,0.004075,0.004033,6419.569928,5411.304656,1.000309
"theta_t_zerosum__[0, 85]",-0.558906,0.063595,-0.677608,-0.436863,0.000723,0.000665,7808.003558,6236.838456,0.999928
"theta_t_zerosum__[0, 86]",-0.895993,0.075383,-1.043382,-0.761629,0.000864,0.000752,7635.63984,6507.189162,0.999863
"theta_t_zerosum__[0, 87]",-0.719139,0.293713,-1.283515,-0.181366,0.004118,0.005252,5339.548153,3904.622086,1.001425
"theta_t_zerosum__[0, 88]",-0.638903,0.289674,-1.179908,-0.095891,0.003952,0.005281,5487.731663,4363.947249,1.000639
"theta_t_zerosum__[0, 89]",-0.009028,0.879814,-1.588587,1.74194,0.007748,0.011709,12948.374361,5710.692651,1.000295
"theta_t_zerosum__[0, 90]",0.103903,0.850325,-1.49976,1.717385,0.007023,0.011353,14641.776188,5912.551598,0.999939
"theta_t_zerosum__[0, 91]",0.323463,0.278846,-0.236528,0.801908,0.003348,0.004734,8553.95779,4324.770133,1.000164
"theta_t_zerosum__[0, 92]",0.55826,0.165703,0.227696,0.848072,0.001712,0.002299,9977.018843,5423.174047,1.000452
"theta_t_zerosum__[0, 93]",0.286608,0.204641,-0.094477,0.655437,0.003692,0.002149,3066.866259,5077.764456,1.000558
"theta_t_zerosum__[0, 94]",0.685494,0.135922,0.430926,0.946795,0.001504,0.001598,8202.48572,5914.892003,1.000428
"theta_t_zerosum__[0, 95]",0.67339,0.268571,0.168485,1.168854,0.00242,0.003382,12477.638016,5482.99481,0.999929
"theta_t_zerosum__[0, 96]",-1.582804,0.107487,-1.783177,-1.380346,0.001434,0.001108,5625.027657,5969.823376,1.000168
"theta_t_zerosum__[0, 97]",-1.222205,0.13281,-1.458164,-0.964175,0.001324,0.001618,10396.937039,5801.023996,1.000726
"theta_t_zerosum__[0, 98]",-1.008037,0.109074,-1.202726,-0.791486,0.001123,0.001193,9525.76639,6332.305221,0.999883
"theta_t_zerosum__[0, 99]",-0.580004,0.216092,-0.985558,-0.182842,0.002219,0.002658,10195.385116,5899.158317,1.00136
"theta_t_zerosum__[0, 100]",-0.452027,0.358188,-1.113833,0.221918,0.003494,0.004899,10938.694801,6219.818767,1.000738
"theta_t_zerosum__[0, 101]",-0.289757,0.235956,-0.730022,0.110152,0.003226,0.004375,6733.420116,4709.629977,1.00068
"theta_t_zerosum__[0, 102]",-0.325379,0.299506,-0.910404,0.203082,0.002924,0.004,11596.306282,5208.067613,1.000313
"theta_t_zerosum__[0, 103]",-0.976742,0.078833,-1.127159,-0.830395,0.000977,0.000768,6538.579013,6629.581907,0.99996
"theta_t_zerosum__[0, 104]",-0.646325,0.15592,-0.934041,-0.348346,0.001607,0.001969,9936.374186,5946.756807,1.00005
"theta_t_zerosum__[0, 105]",0.128648,0.844878,-1.45053,1.735806,0.007541,0.012013,12552.231726,5265.162543,1.001175
"theta_t_zerosum__[0, 106]",-1.122937,0.117759,-1.336752,-0.89701,0.001185,0.00144,9865.47168,6241.047209,1.000724
"theta_t_zerosum__[0, 107]",0.260893,0.847753,-1.351727,1.832945,0.00725,0.010409,13678.103636,6136.095161,0.99978
"theta_t_zerosum__[0, 108]",-0.402334,0.349015,-1.027303,0.242015,0.003505,0.004958,11231.512199,5650.446649,0.999694
"theta_t_zerosum__[0, 109]",-0.672295,0.312401,-1.20936,-0.056057,0.003043,0.004146,11437.006226,5922.73871,1.001155
"theta_t_zerosum__[0, 110]",-0.832499,0.306394,-1.370309,-0.225317,0.003024,0.00384,10937.820249,5613.367675,1.000809
"theta_t_zerosum__[0, 111]",-0.80312,0.155766,-1.085008,-0.504135,0.001713,0.001738,8552.903367,5904.269713,0.999914
"theta_t_zerosum__[0, 112]",-1.341342,0.138469,-1.590452,-1.070431,0.001312,0.001686,11125.796779,6082.414294,1.000443
"theta_t_zerosum__[0, 113]",-0.597887,0.086767,-0.755353,-0.433824,0.001126,0.000965,5935.613739,5369.445744,1.000305
"theta_t_zerosum__[0, 114]",-0.65193,0.142053,-0.90806,-0.369595,0.00142,0.001884,10267.313205,5236.623485,1.000015
