kind,name,keep,drop,delta,sd,z,n_obs,vs
theta3,GLM-4.5-Air,0.3019259400093023,0.2337299289776597,-0.0681960110316425,0.7106795990162659,-0.0959588696876068,4,keepA_vs_dropA
theta_norm,GLM-4.5-Air,1.2333457255940736,1.1514013983498994,-0.0819443272441742,0.5533648853773931,-0.1480837136752695,4,keepA_vs_dropA
theta1,GLaM (MoE),0.0739131516137526,0.1088292530254867,0.034916101411734,0.7092170080780393,0.0492319008343523,4,keepA_vs_dropA
theta2,GLaM (MoE),0.1378008584586965,0.0344319456116165,-0.1033689128470799,0.7046078614118477,-0.1467041719346644,4,keepA_vs_dropA
theta3,GLaM (MoE),-0.1191182499549883,-0.0636400170540542,0.055478232900934,0.5447061419815804,0.1018498390693933,4,keepA_vs_dropA
theta_norm,GLaM (MoE),1.0203836278216156,1.0203490308482788,-3.459697333685341e-05,0.5318634600983959,-6.504859974861385e-05,4,keepA_vs_dropA
theta1,Gopher (280B),-0.4062138833605897,-0.4108479550288422,-0.0046340716682524,0.5955379116155605,-0.0077813210172989,7,keepA_vs_dropA
theta2,Gopher (280B),-0.3728614122814982,-0.3064298971074056,0.0664315151740926,0.5742727022208408,0.1156793887593596,7,keepA_vs_dropA
theta3,Gopher (280B),-0.2609142170447967,-0.3455019793542739,-0.0845877623094772,0.5109008441651989,-0.1655659082883134,7,keepA_vs_dropA
theta_norm,Gopher (280B),1.0538010246510914,1.0513088673111466,-0.0024921573399447,0.4633465305036231,-0.0053786036494888,7,keepA_vs_dropA
theta1,Hermes-2-Theta-Llama-3-70B,-0.4689246894926238,-0.4843879558541113,-0.0154632663614875,0.7956332818367273,-0.0194351678273066,3,keepA_vs_dropA
theta2,Hermes-2-Theta-Llama-3-70B,-0.4733574020688448,-0.3179805179904432,0.1553768840784016,0.8290539849728101,0.1874146761184645,3,keepA_vs_dropA
