,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_zsn_t_zerosum__[0, 90]",0.430781,0.650859,-0.891183,1.487281,0.002619,0.002845,71976.845115,52353.188098,0.999996
"theta_zsn_t_zerosum__[0, 91]",-0.985477,0.357101,-1.601243,-0.283988,0.001812,0.001621,43298.355018,44870.717118,1.000112
"theta_zsn_t_zerosum__[0, 92]",-0.32313,0.648866,-1.527708,0.925369,0.001584,0.002684,168014.634906,57820.273604,1.00009
"theta_zsn_t_zerosum__[0, 93]",-0.73123,0.061818,-0.847986,-0.615377,0.000222,0.00021,77739.042481,63056.527431,1.000195
"theta_zsn_t_zerosum__[0, 94]",-1.323039,0.657585,-2.581905,-0.098427,0.001644,0.002592,160169.001699,61737.790877,1.000076
"theta_zsn_t_zerosum__[0, 95]",-1.07875,0.076449,-1.223632,-0.937039,0.00026,0.000267,86522.903161,63749.09512,1.000072
"theta_zsn_t_zerosum__[0, 96]",-0.790125,0.343212,-1.429344,-0.137697,0.001742,0.002786,44570.079626,25820.154621,1.000361
"theta_zsn_t_zerosum__[0, 97]",-0.712566,0.336192,-1.349165,-0.077177,0.001705,0.002835,44977.002177,20372.452045,1.000273
"theta_zsn_t_zerosum__[0, 98]",-0.008628,0.898501,-1.749447,1.635939,0.002203,0.003811,166467.15466,57772.605766,1.000216
"theta_zsn_t_zerosum__[0, 99]",0.10321,0.894061,-1.571234,1.796588,0.002447,0.003983,135291.389885,46547.059738,1.000067
"theta_zsn_t_zerosum__[0, 100]",0.251643,0.379978,-0.47706,0.989611,0.001292,0.002194,94079.880275,49968.941283,1.000041
"theta_zsn_t_zerosum__[0, 101]",0.299274,0.203142,-0.092412,0.660809,0.000659,0.001047,109362.20013,51611.44517,1.000148
"theta_zsn_t_zerosum__[0, 102]",0.470144,0.148133,0.191366,0.749105,0.000417,0.000658,132798.948217,52779.464952,1.000036
"theta_zsn_t_zerosum__[0, 103]",0.279607,0.146759,0.000246,0.548753,0.000552,0.000527,72562.91141,59702.016411,1.000107
"theta_zsn_t_zerosum__[0, 104]",0.475909,0.101297,0.280238,0.660265,0.000321,0.000382,101773.331774,58578.273171,1.000078
"theta_zsn_t_zerosum__[0, 105]",0.664982,0.12372,0.429266,0.895127,0.000386,0.000472,104601.534624,56807.261996,1.000097
"theta_zsn_t_zerosum__[0, 106]",-1.827587,0.114416,-2.042576,-1.61326,0.000428,0.000378,71984.201354,60465.697671,1.000052
"theta_zsn_t_zerosum__[0, 107]",-1.418125,0.135728,-1.677989,-1.170073,0.000392,0.000553,124725.868578,55025.067595,1.000157
"theta_zsn_t_zerosum__[0, 108]",-1.161535,0.119302,-1.384515,-0.936291,0.000367,0.000469,106684.478877,59009.213453,1.000051
"theta_zsn_t_zerosum__[0, 109]",-0.706107,0.234524,-1.130209,-0.251866,0.00074,0.001092,110257.168955,54458.207498,1.000031
"theta_zsn_t_zerosum__[0, 110]",-0.580524,0.355298,-1.249327,0.083542,0.001025,0.001495,128142.538542,56597.803541,1.000067
"theta_zsn_t_zerosum__[0, 111]",-1.129144,0.27245,-1.656326,-0.642782,0.000781,0.001046,130905.929682,60187.584195,1.000051
"theta_zsn_t_zerosum__[0, 112]",-0.447376,0.31466,-1.023952,0.151142,0.000843,0.001385,154810.701115,54625.349348,0.999988
"theta_zsn_t_zerosum__[0, 113]",-1.21194,0.078303,-1.360417,-1.065818,0.000296,0.000256,70112.800368,64335.860966,1.000082
"theta_zsn_t_zerosum__[0, 114]",-0.797649,0.168295,-1.110509,-0.478918,0.00059,0.000715,84716.586701,54091.910334,1.000016
"theta_zsn_t_zerosum__[0, 115]",0.109312,0.898115,-1.572112,1.806473,0.002157,0.003732,173404.615736,59292.702311,1.000127
"theta_zsn_t_zerosum__[0, 116]",-1.299363,0.129805,-1.549524,-1.059899,0.000361,0.000535,129898.806866,56385.61599,1.000057
