model,release_date,C_mean,C_hdi_low,C_hdi_high,ECI_mean,ECI_hdi_low,ECI_hdi_high
gpt-5-2025-08-07_high,2025-08-07,0.9661225450437804,0.8565539515726749,1.0697148012493172,153.140863749365,149.26293535060208,157.95676852482458
gpt-5-2025-08-07_unknown,2025-08-07,0.9419705827768667,0.8203942077767487,1.059931481222102,152.58964133727957,148.6410372653973,157.4822610878949
o3-pro-2025-06-10_high,2025-06-10,0.9306860207242991,0.7226650209562603,1.147694644847711,152.36439982209623,147.01124127470078,158.85624293456755
o3-pro-2025-06-10,2025-06-10,0.5504946996446989,0.132444938046983,0.9949434140187777,143.75724519675418,134.21799124033546,154.4176982898376
DeepSeek-R1-0528,2025-05-28,0.42537538332429015,0.2971455764370985,0.5579306506742697,140.9483009347159,137.62923627603064,144.67338862032702
o3-2025-04-16_unknown,2025-04-16,0.7642794477332241,0.5726223891436631,0.934062387445069,148.56355151066623,143.79534087834986,153.80193711477764
o3-2025-04-16_high,2025-04-16,0.7738178221506743,0.6534974048900677,0.892949103662651,148.80877322169277,145.20146510985805,153.1401490725205
gemini-2.5-pro-exp-03-25,2025-03-25,0.6790245631902381,0.5334462799204537,0.8267007913397059,146.67522531256276,142.8096260018859,151.2375417238213
o1-2024-12-17_high,2024-12-17,0.4032960701438044,0.2684221187279448,0.5456551930825482,140.45415042660431,137.01159503935972,144.31413932258266
o1-2024-12-17_medium,2024-12-17,0.38401218203368603,0.2721574085894225,0.5006318074099196,140.0200239950501,137.08954429492942,143.29941500464707
o1-2024-12-17_unknown,2024-12-17,0.43268007765842353,0.22951658297166613,0.6326255556626933,141.11498481514795,136.27758466113482,146.277687524983
Llama-3.3-70B-Instruct,2024-12-06,-0.42337163480209583,-0.5574942586874925,-0.29561277453636586,121.81829252463335,117.05738963070092,125.52690421475565
o1-mini-2024-09-12_high,2024-09-12,0.1643923571269872,-0.013781558948810167,0.3520178578642308,135.07714883743085,130.6591457022266,139.5854157554435
o1-preview-2024-09-12,2024-09-12,0.09045589517115399,-0.017857211160560514,0.20119646550246625,133.4022701316441,130.4720723427441,136.2142588307252
