,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
D_z[LAB-Bench LitQA2],-0.030118,0.036316,-0.101171,0.036904,0.000574,0.000504,4084.80453,4485.938676,1.000209
D_z[LAB-Bench Protocol],-0.598807,0.109394,-0.80486,-0.401611,0.003916,0.002321,765.612122,1236.293497,1.002358
D_z[LAB-Bench SeqQA],-0.492233,0.088667,-0.656401,-0.328188,0.003159,0.001723,772.206778,1151.295673,1.002856
D_z[MCP Atlas],-0.284109,0.072834,-0.419218,-0.14917,0.00199,0.001064,1365.570185,2625.129645,1.000917
D_z[METR Time Horizons],-0.318963,0.052988,-0.419138,-0.22175,0.002065,0.001103,646.296333,960.242514,1.003655
D_z[OSWorld 2.0],1.580209,0.278315,1.087532,2.118481,0.010998,0.006049,630.117877,1096.477151,1.005294
D_z[OTIS Mock AIME 2024-2025],-0.574212,0.093632,-0.747182,-0.397464,0.003741,0.002084,618.671107,951.1837,1.004117
D_z[ProofBench],0.986828,0.192249,0.639513,1.349525,0.006503,0.003417,866.150123,1451.60033,1.001347
D_z[Remote Labor Index],2.096817,0.343309,1.466991,2.738379,0.013429,0.007454,644.101519,1027.001239,1.003474
D_z[Surface Evolver Bench],0.047748,0.083137,-0.109132,0.203722,0.0012,0.000943,4840.024418,5141.342528,1.000936
D_z[WeirdML v2],-0.053176,0.020114,-0.08993,-0.014839,0.000374,0.000226,2946.803649,4091.4063,1.000484
sigma_b[APEX-Agents],0.0674,0.00875,0.051689,0.084226,0.000147,8.7e-05,3663.8284,5264.195622,1.001547
sigma_b[CritPt],0.085315,0.006477,0.073236,0.097442,9.6e-05,6.8e-05,4589.851086,5569.18742,1.0
sigma_b[DeepSWE],0.121364,0.012303,0.098629,0.144381,0.000195,0.000123,3972.014338,4877.531199,1.000822
sigma_b[EnigmaEval],0.064891,0.007928,0.051414,0.080607,0.000106,8.8e-05,5638.638818,5436.039875,1.00039
sigma_b[FrontierCode],0.068998,0.015806,0.041277,0.1007,0.000334,0.000184,2227.391902,4050.041955,1.001268
sigma_b[FrontierMath Tier 4 v2],0.06781,0.010105,0.049487,0.086416,0.000222,0.000137,2192.160271,3769.13038,1.000745
sigma_b[FrontierMath Tiers 1-3 v2],0.044982,0.009664,0.028207,0.064346,0.000346,0.000202,768.84184,1464.923319,1.001762
sigma_b[GDPval],0.128213,0.025139,0.08602,0.177586,0.000314,0.000281,6229.710599,5031.805618,1.000253
sigma_b[HLE],0.04633,0.008646,0.030842,0.062901,0.000201,9.8e-05,1778.744882,3015.667883,1.000808
sigma_b[LAB-Bench Cloning],0.085869,0.010344,0.06734,0.10513,0.000112,0.000113,8494.851954,6369.112187,1.000206
sigma_b[LAB-Bench LitQA2],0.044093,0.005875,0.03374,0.055371,6.6e-05,6.8e-05,8250.854257,6401.627589,1.000949
sigma_b[LAB-Bench Protocol],0.064351,0.008475,0.049553,0.080869,9.6e-05,9e-05,7802.568447,6515.129191,1.000609
sigma_b[LAB-Bench SeqQA],0.045991,0.007289,0.032279,0.059562,0.000102,7.3e-05,5042.03483,6057.62204,1.000052
sigma_b[MCP Atlas],0.084721,0.01188,0.063493,0.10722,0.000161,0.000129,5545.831399,6105.881711,1.000766
sigma_b[METR Time Horizons],0.043735,0.007569,0.03004,0.057911,0.000129,7.9e-05,3343.6993,4429.52504,1.000557
sigma_b[OSWorld 2.0],0.064213,0.014097,0.039612,0.09081,0.000227,0.000194,3978.504497,4999.716386,1.001286
sigma_b[OTIS Mock AIME 2024-2025],0.150461,0.009804,0.132469,0.169344,0.000177,9.1e-05,3024.48696,4679.124665,1.000586
sigma_b[ProofBench],0.179753,0.018353,0.146207,0.215227,0.0003,0.000176,3716.013472,5246.473889,1.000384
sigma_b[Remote Labor Index],0.050477,0.012052,0.030174,0.073604,0.000196,0.000139,3751.821068,5380.636161,1.000888
sigma_b[Surface Evolver Bench],0.102376,0.018187,0.069803,0.136298,0.000319,0.000198,3199.953246,5271.476688,1.000173
